concept_id,concept_name,concept_code,vocabulary_id
43286633,0.5 ML Epoetin Alfa 40000 UNT/ML Injection,OMOP559388,RxNorm Extension
43286602,0.3 ML Epoetin Alfa 10000 UNT/ML Injection,OMOP559153,RxNorm Extension
43285942,1 ML Epoetin Alfa 10000 UNT/ML Injection Box of 6,OMOP560262,RxNorm Extension
43281171,0.5 ML Epoetin Alfa 10000 UNT/ML Injection,OMOP559400,RxNorm Extension
43281160,0.4 ML Epoetin Alfa 10000 UNT/ML Injection Box of 6,OMOP559260,RxNorm Extension
43277397,Epoetin Alfa 10000 UNT/ML Injection Box of 6,OMOP530661,RxNorm Extension
43275843,0.5 ML Epoetin Alfa 40000 UNT/ML Injection Box of 6,OMOP559387,RxNorm Extension
43275826,0.4 ML Epoetin Alfa 10000 UNT/ML Injection,OMOP559259,RxNorm Extension
43271884,Epoetin Alfa 40000 UNT/ML Injection Box of 6,OMOP530652,RxNorm Extension
43264877,0.8 ML Epoetin Alfa 10000 UNT/ML Injection Box of 6,OMOP560085,RxNorm Extension
43260919,Epoetin Alfa 2000 UNT/ML Injection Box of 6,OMOP530654,RxNorm Extension
43259371,0.5 ML Epoetin Alfa 2000 UNT/ML Injection Box of 6,OMOP559393,RxNorm Extension
43259370,0.5 ML Epoetin Alfa 2000 UNT/ML Injection,OMOP559392,RxNorm Extension
43259343,0.3 ML Epoetin Alfa 10000 UNT/ML Injection Box of 6,OMOP559152,RxNorm Extension
36121015,1 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1 by Sandoz,OMOP5050005,RxNorm Extension
36121014,1 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1,OMOP5050004,RxNorm Extension
36121013,1 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] by Sandoz,OMOP5050003,RxNorm Extension
36121012,1 ML epoetin alfa 40000 UNT/ML Injection [Binocrit],OMOP5050002,RxNorm Extension
36121011,1 ML epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1 by Janssen,OMOP5050001,RxNorm Extension
36121010,1 ML epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1,OMOP5050000,RxNorm Extension
36121009,1 ML epoetin alfa 40000 UNT/ML Injection [Eprex] by Janssen,OMOP5049999,RxNorm Extension
36121008,1 ML epoetin alfa 40000 UNT/ML Injection [Eprex],OMOP5049998,RxNorm Extension
36121007,1 ML epoetin alfa 40000 UNT/ML Injection Box of 1,OMOP5049997,RxNorm Extension
36120995,1 ML epoetin alfa 2000 UNT/ML Injection [Binocrit] Box of 6 by Sandoz,OMOP5049986,RxNorm Extension
36120994,1 ML epoetin alfa 2000 UNT/ML Injection [Binocrit] Box of 6,OMOP5049985,RxNorm Extension
36120993,1 ML epoetin alfa 2000 UNT/ML Injection [Binocrit] by Sandoz,OMOP5049984,RxNorm Extension
36120992,1 ML epoetin alfa 2000 UNT/ML Injection [Binocrit],OMOP5049983,RxNorm Extension
36120991,1 ML epoetin alfa 2000 UNT/ML Injection Box of 6,OMOP5049982,RxNorm Extension
36120970,0.75 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1 by Sandoz,OMOP5049957,RxNorm Extension
36120969,0.75 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1,OMOP5049956,RxNorm Extension
36120968,0.75 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] by Sandoz,OMOP5049955,RxNorm Extension
36120967,0.75 ML epoetin alfa 40000 UNT/ML Injection [Binocrit],OMOP5049954,RxNorm Extension
36120966,0.75 ML epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1 by Janssen,OMOP5049953,RxNorm Extension
36120965,0.75 ML epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1,OMOP5049952,RxNorm Extension
36120964,0.75 ML epoetin alfa 40000 UNT/ML Injection Box of 1,OMOP5049951,RxNorm Extension
36120932,0.5 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1 by Sandoz,OMOP5049917,RxNorm Extension
36120931,0.5 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1,OMOP5049916,RxNorm Extension
36120930,0.5 ML epoetin alfa 40000 UNT/ML Injection [Binocrit] by Sandoz,OMOP5049915,RxNorm Extension
36120929,0.5 ML epoetin alfa 40000 UNT/ML Injection [Binocrit],OMOP5049914,RxNorm Extension
36120928,0.5 ML epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1 by Janssen,OMOP5049913,RxNorm Extension
36120927,0.5 ML epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1,OMOP5049912,RxNorm Extension
36120926,0.5 ML epoetin alfa 40000 UNT/ML Injection Box of 1,OMOP5049911,RxNorm Extension
36120915,0.5 ML epoetin alfa 4000 UNT/ML Injection [Eprex] Box of 6 by Dowelhurst,OMOP5049900,RxNorm Extension
36120914,0.5 ML epoetin alfa 4000 UNT/ML Injection [Eprex] by Janssen,OMOP5049899,RxNorm Extension
36120913,0.5 ML epoetin alfa 4000 UNT/ML Injection [Eprex] by Dowelhurst,OMOP5049898,RxNorm Extension
36120904,0.5 ML epoetin alfa 2000 UNT/ML Injection [Binocrit] Box of 6 by Sandoz,OMOP5049889,RxNorm Extension
36120903,0.5 ML epoetin alfa 2000 UNT/ML Injection [Binocrit] Box of 6,OMOP5049888,RxNorm Extension
36120902,0.5 ML epoetin alfa 2000 UNT/ML Injection [Binocrit] by Sandoz,OMOP5049887,RxNorm Extension
36120901,0.5 ML epoetin alfa 2000 UNT/ML Injection [Binocrit],OMOP5049886,RxNorm Extension
36120900,0.5 ML epoetin alfa 2000 UNT/ML Injection [Eprex] Box of 6 by Janssen,OMOP5049885,RxNorm Extension
36120899,0.5 ML epoetin alfa 2000 UNT/ML Injection [Eprex] Box of 6 by Dowelhurst,OMOP5049884,RxNorm Extension
36120898,0.5 ML epoetin alfa 2000 UNT/ML Injection [Eprex] Box of 6,OMOP5049883,RxNorm Extension
36120897,0.5 ML epoetin alfa 2000 UNT/ML Injection [Eprex] by Janssen,OMOP5049882,RxNorm Extension
36119540,epoetin alfa 40000 UNT/ML Injection [Binocrit] Box of 1,OMOP5048405,RxNorm Extension
36119539,epoetin alfa 40000 UNT/ML Injection [Binocrit],OMOP5048404,RxNorm Extension
36119538,epoetin alfa 40000 UNT/ML Injection [Eprex] Box of 1,OMOP5048403,RxNorm Extension
36119537,epoetin alfa 40000 UNT/ML Injection Box of 1,OMOP5048402,RxNorm Extension
36119523,epoetin alfa Injection [Binocrit],OMOP5048382,RxNorm Extension
36118767,0.5 ML epoetin alfa 2000 UNT/ML Injection [Eprex] by Dowelhurst,OMOP5049881,RxNorm Extension
36118766,0.5 ML epoetin alfa 2000 UNT/ML Injection [Eprex],OMOP5049880,RxNorm Extension
36118643,epoetin alfa 2000 UNT/ML Injection [Binocrit] Box of 6,OMOP5048391,RxNorm Extension
36118642,epoetin alfa 2000 UNT/ML Injection [Binocrit],OMOP5048390,RxNorm Extension
36118641,epoetin alfa 2000 UNT/ML Injection [Eprex] Box of 6,OMOP5048389,RxNorm Extension
35605583,epoetin alfa 10000 UNT/ML Injection [Procrit],1721691,RxNorm
35605582,1 ML epoetin alfa 10000 UNT/ML Injection [Procrit],1721690,RxNorm
35605581,epoetin alfa 10000 UNT/ML Injection [Epogen],1721687,RxNorm
35605580,epoetin alfa 10000 UNT/ML Injection,1721686,RxNorm
35605579,1 ML epoetin alfa 10000 UNT/ML Injection [Epogen],1721685,RxNorm
35605578,1 ML epoetin alfa 10000 UNT/ML Injection,1721684,RxNorm
35605577,epoetin alfa 40000 UNT/ML Injection [Procrit],1721662,RxNorm
35605576,epoetin alfa 40000 UNT/ML Injection,1721660,RxNorm
35605575,epoetin alfa 4000 UNT/ML Injection [Epogen],1721658,RxNorm
35605574,epoetin alfa 4000 UNT/ML Injection [Procrit],1721656,RxNorm
35605573,epoetin alfa 4000 UNT/ML Injection,1721654,RxNorm
35605572,epoetin alfa 3000 UNT/ML Injection [Epogen],1721652,RxNorm
35605571,epoetin alfa 3000 UNT/ML Injection [Procrit],1721650,RxNorm
35605570,epoetin alfa 3000 UNT/ML Injection,1721648,RxNorm
35605569,epoetin alfa 2000 UNT/ML Injection [Epogen],1721645,RxNorm
35605568,epoetin alfa Injection [Epogen],1721643,RxNorm
35605567,epoetin alfa 2000 UNT/ML Injection [Procrit],1721642,RxNorm
35605566,epoetin alfa Injection [Procrit],1721640,RxNorm
35605565,epoetin alfa 2000 UNT/ML Injection,1721639,RxNorm
35605564,epoetin alfa Injection,1721637,RxNorm
19058653,1 ML epoetin alfa 40000 UNT/ML Injection,242706,RxNorm
19057740,1 ML epoetin alfa 3000 UNT/ML Injection,240377,RxNorm
19030766,1 ML epoetin alfa 4000 UNT/ML Injection [Procrit],205924,RxNorm
19030765,1 ML epoetin alfa 4000 UNT/ML Injection [Epogen],205923,RxNorm
19030764,1 ML epoetin alfa 3000 UNT/ML Injection [Procrit],205922,RxNorm
19030763,1 ML epoetin alfa 3000 UNT/ML Injection [Epogen],205921,RxNorm
19030762,1 ML epoetin alfa 2000 UNT/ML Injection [Procrit],205918,RxNorm
19030761,1 ML epoetin alfa 2000 UNT/ML Injection [Epogen],205917,RxNorm
1510807,1 ML epoetin alfa-epbx 40000 UNT/ML Injection [Retacrit],2047623,RxNorm
1510806,1 ML epoetin alfa-epbx 40000 UNT/ML Injection,2047621,RxNorm
1510805,1 ML epoetin alfa-epbx 4000 UNT/ML Injection [Retacrit],2047614,RxNorm
1510804,1 ML epoetin alfa-epbx 3000 UNT/ML Injection [Retacrit],2047608,RxNorm
1510803,1 ML epoetin alfa-epbx 3000 UNT/ML Injection,2047606,RxNorm
1510802,1 ML epoetin alfa-epbx 2000 UNT/ML Injection [Retacrit],2047602,RxNorm
1510801,1 ML epoetin alfa-epbx 2000 UNT/ML Injection,2047600,RxNorm
1510800,1 ML epoetin alfa-epbx 10000 UNT/ML Injection [Retacrit],2047596,RxNorm
1510799,1 ML epoetin alfa-epbx 10000 UNT/ML Injection,2047591,RxNorm
1510766,1 ML epoetin alfa-epbx 4000 UNT/ML Injection,2047612,RxNorm
1510686,epoetin alfa-epbx 40000 UNT/ML Injection [Retacrit],2047625,RxNorm
1510685,epoetin alfa-epbx 40000 UNT/ML Injection,2047624,RxNorm
1510682,epoetin alfa-epbx 4000 UNT/ML Injection [Retacrit],2047616,RxNorm
1510681,epoetin alfa-epbx 4000 UNT/ML Injection,2047615,RxNorm
1510678,epoetin alfa-epbx 3000 UNT/ML Injection [Retacrit],2047610,RxNorm
1510677,epoetin alfa-epbx 3000 UNT/ML Injection,2047609,RxNorm
1510674,epoetin alfa-epbx 2000 UNT/ML Injection [Retacrit],2047604,RxNorm
1510673,epoetin alfa-epbx 2000 UNT/ML Injection,2047603,RxNorm
1510670,epoetin alfa-epbx 10000 UNT/ML Injection [Retacrit],2047598,RxNorm
1510669,epoetin alfa-epbx 10000 UNT/ML Injection,2047597,RxNorm
1510667,epoetin alfa Injection [Retacrit],2047594,RxNorm
1301170,1 ML epoetin alfa 4000 UNT/ML Injection,239999,RxNorm
1301169,1 ML epoetin alfa 2000 UNT/ML Injection,239998,RxNorm
1301168,1 ML epoetin alfa 40000 UNT/ML Injection [Procrit],213475,RxNorm
590513,Epoetin Alfa 10000 UNT/ML Injection [Eprex Solution Ml],OMOP3136783,RxNorm Extension
590124,0.8 ML Epoetin Alfa 10000 UNT/ML Injection [Eprex Solution Ml],OMOP3135753,RxNorm Extension
590122,0.8 ML Epoetin Alfa 10000 UNT/ML Injection [Eprex Solution Ml] Box of 6,OMOP3138932,RxNorm Extension
589574,Epoetin Alfa 10000 UNT/ML Injection [Eprex],OMOP3137635,RxNorm Extension
589325,0.3 ML Epoetin Alfa 10000 UNT/ML Injection [Eprex],OMOP3135420,RxNorm Extension
589292,0.8 ML Epoetin Alfa 10000 UNT/ML Injection [Eprex Solution Ml] Box of 6 by Janssen,OMOP3135633,RxNorm Extension
588611,0.3 ML Epoetin Alfa 10000 UNT/ML Injection [Eprex] Box of 6 by Janssen,OMOP3137095,RxNorm Extension
588380,0.3 ML Epoetin Alfa 10000 UNT/ML Injection [Eprex] Box of 6,OMOP3137277,RxNorm Extension
586954,Epoetin Alfa 10000 UNT/ML Injection [Eprex] Box of 6,OMOP3136040,RxNorm Extension
35777098,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2778559,RxNorm Extension
35777097,1 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2778558,RxNorm Extension
35776947,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP2778408,RxNorm Extension
35776827,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2778288,RxNorm Extension
35776677,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2778138,RxNorm Extension
35776676,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2778137,RxNorm Extension
35776675,1 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2778136,RxNorm Extension
35776534,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex],OMOP2777995,RxNorm Extension
35776392,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP2777853,RxNorm Extension
35776391,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2777852,RxNorm Extension
35776390,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2777851,RxNorm Extension
35776270,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP2777731,RxNorm Extension
35775478,Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit],OMOP2776939,RxNorm Extension
35771305,Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2772766,RxNorm Extension
35766240,Epoetin Alfa Injectable Solution [Binocrit],OMOP2767701,RxNorm Extension
35758686,Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP2760147,RxNorm Extension
35758685,Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2760146,RxNorm Extension
35758684,Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex],OMOP2760145,RxNorm Extension
35754569,Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2756030,RxNorm Extension
35750342,Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2751803,RxNorm Extension
35742377,Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP2743838,RxNorm Extension
35161109,Epoetin Alfa 1500 UNT/ML Injectable Solution,OMOP4818082,RxNorm Extension
35160446,2 ML Epoetin Alfa 1500 UNT/ML Injectable Solution,OMOP4817424,RxNorm Extension
35160126,Epoetin Alfa 12000 UNT/ML Injectable Solution,OMOP4817105,RxNorm Extension
35158407,Epoetin Alfa 12000 UNT/ML Injectable Solution [Espo],OMOP4815404,RxNorm Extension
35155692,Epoetin Alfa Injectable Solution [Espo],OMOP4812707,RxNorm Extension
35155360,Epoetin Alfa 24000 UNT/ML Injectable Solution [Espo],OMOP4812376,RxNorm Extension
35154664,0.5 ML Epoetin Alfa 48000 UNT/ML Injectable Solution,OMOP4811686,RxNorm Extension
35154519,0.5 ML Epoetin Alfa 24000 UNT/ML Injectable Solution [Espo],OMOP4811542,RxNorm Extension
35153085,0.5 ML Epoetin Alfa 12000 UNT/ML Injectable Solution,OMOP4810115,RxNorm Extension
35152765,0.5 ML Epoetin Alfa 12000 UNT/ML Injectable Solution [Espo],OMOP4809798,RxNorm Extension
35152509,0.5 ML Epoetin Alfa 1500 UNT/ML Injectable Solution,OMOP4809542,RxNorm Extension
35145846,0.5 ML Epoetin Alfa 24000 UNT/ML Injectable Solution,OMOP4802933,RxNorm Extension
35145297,0.5 ML Epoetin Alfa 48000 UNT/ML Injectable Solution [Espo],OMOP4802387,RxNorm Extension
35141849,2 ML Epoetin Alfa 750 UNT/ML Injectable Solution [Espo],OMOP4798971,RxNorm Extension
35141060,Epoetin Alfa 24000 UNT/ML Injectable Solution,OMOP4798192,RxNorm Extension
35140013,Epoetin Alfa 750 UNT/ML Injectable Solution [Espo],OMOP4797163,RxNorm Extension
35139729,Epoetin Alfa 1500 UNT/ML Injectable Solution [Espo],OMOP4796880,RxNorm Extension
35138606,2 ML Epoetin Alfa 750 UNT/ML Injectable Solution,OMOP4795765,RxNorm Extension
35138313,2 ML Epoetin Alfa 1500 UNT/ML Injectable Solution [Espo],OMOP4795474,RxNorm Extension
35136525,Epoetin Alfa 48000 UNT/ML Injectable Solution,OMOP4793702,RxNorm Extension
35135010,Epoetin Alfa 750 UNT/ML Injectable Solution,OMOP4792209,RxNorm Extension
35134482,Epoetin Alfa 48000 UNT/ML Injectable Solution [Espo],OMOP4791683,RxNorm Extension
35133405,0.5 ML Epoetin Alfa 1500 UNT/ML Injectable Solution [Espo],OMOP4790614,RxNorm Extension
19057622,epoetin alfa 10000 UNT/ML Injectable Solution,240000,RxNorm
19030687,epoetin alfa 10000 UNT/ML Injectable Solution [Procrit],205913,RxNorm
19030686,epoetin alfa 10000 UNT/ML Injectable Solution [Epogen],205912,RxNorm
19012615,epoetin alfa 10000 UNT/ML Injectable Solution [Eprex],150916,RxNorm
1301173,epoetin alfa 20000 UNT/ML Injectable Solution,241999,RxNorm
1301166,epoetin alfa 20000 UNT/ML Injectable Solution [Procrit],212219,RxNorm
1301165,epoetin alfa 20000 UNT/ML Injectable Solution [Epogen],212218,RxNorm
590452,Epoetin Alfa 20000 UNT/ML Injectable Solution [Eprex],OMOP3138539,RxNorm Extension
590366,Epoetin Alfa 20000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP3135697,RxNorm Extension
589734,Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP3137530,RxNorm Extension
40038945,epoetin alfa Injectable Solution [Epogen],92613,RxNorm
40038944,epoetin alfa Injectable Solution,372032,RxNorm
37003221,epoetin alfa-epbx 20000 UNT/ML Injectable Solution [Retacrit],2463737,RxNorm
37003219,epoetin alfa-epbx 20000 UNT/ML Injectable Solution,2463735,RxNorm
37003217,epoetin alfa-epbx 10000 UNT/ML Injectable Solution [Retacrit],2463733,RxNorm
37003216,epoetin alfa Injectable Solution [Retacrit],2463732,RxNorm
37003215,epoetin alfa-epbx 10000 UNT/ML Injectable Solution,2463731,RxNorm
36281141,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP3132016,RxNorm Extension
36281112,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP3131987,RxNorm Extension
36281082,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP3131957,RxNorm Extension
36277924,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP3128799,RxNorm Extension
36277797,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP3128672,RxNorm Extension
36263060,Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP3113935,RxNorm Extension
36121006,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1 by Sandoz,OMOP5049996,RxNorm Extension
36121005,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP5049995,RxNorm Extension
36121004,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP5049994,RxNorm Extension
36121003,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP5049993,RxNorm Extension
36121002,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1 by Janssen,OMOP5049992,RxNorm Extension
36121001,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP5049991,RxNorm Extension
36121000,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP5049990,RxNorm Extension
36120999,1 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP5049989,RxNorm Extension
36120998,1 ML epoetin alfa 40000 UNT/ML Injectable Solution Box of 1,OMOP5049988,RxNorm Extension
36120997,1 ML epoetin alfa 40000 UNT/ML Injectable Solution,OMOP5049987,RxNorm Extension
36120990,1 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP5049981,RxNorm Extension
36120989,1 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP5049980,RxNorm Extension
36120988,1 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP5049979,RxNorm Extension
36120987,1 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit],OMOP5049978,RxNorm Extension
36120986,1 ML epoetin alfa 2000 UNT/ML Injectable Solution Box of 6,OMOP5049977,RxNorm Extension
36120985,1 ML epoetin alfa 2000 UNT/ML Injectable Solution,OMOP5049976,RxNorm Extension
36120963,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1 by Sandoz,OMOP5049950,RxNorm Extension
36120962,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP5049949,RxNorm Extension
36120961,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP5049948,RxNorm Extension
36120960,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP5049947,RxNorm Extension
36120959,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1 by Janssen,OMOP5049946,RxNorm Extension
36120958,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP5049945,RxNorm Extension
36120957,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP5049944,RxNorm Extension
36120956,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP5049943,RxNorm Extension
36120955,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution Box of 1,OMOP5049942,RxNorm Extension
36120954,0.75 ML epoetin alfa 40000 UNT/ML Injectable Solution,OMOP5049941,RxNorm Extension
36120925,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1 by Sandoz,OMOP5049910,RxNorm Extension
36120924,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP5049909,RxNorm Extension
36120923,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP5049908,RxNorm Extension
36120922,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP5049907,RxNorm Extension
36120921,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1 by Janssen,OMOP5049906,RxNorm Extension
36120920,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP5049905,RxNorm Extension
36120919,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP5049904,RxNorm Extension
36120918,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP5049903,RxNorm Extension
36120917,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution Box of 1,OMOP5049902,RxNorm Extension
36120916,0.5 ML epoetin alfa 40000 UNT/ML Injectable Solution,OMOP5049901,RxNorm Extension
36120912,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP5049897,RxNorm Extension
36120911,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP5049896,RxNorm Extension
36120910,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP5049895,RxNorm Extension
