concept_id,concept_name,concept_code,vocabulary_id,pcornet_vocabulary_id,ingredient
43051829,24 HR carvedilol phosphate 20 MG Extended Release Oral Capsule [Coreg],7338513,NDC,ND,
43051343,"carvedilol phosphate 40mg/1 ORAL CAPSULE, EXTENDED RELEASE [coreg cr]",73387,NDC,ND,
43051831,24 HR carvedilol phosphate 40 MG Extended Release Oral Capsule [Coreg],7338713,NDC,ND,
43051344,"carvedilol phosphate 80mg/1 ORAL CAPSULE, EXTENDED RELEASE [coreg cr]",73388,NDC,ND,
43051833,24 HR carvedilol phosphate 80 MG Extended Release Oral Capsule [Coreg],7338813,NDC,ND,
45178637,"carvedilol 3.125mg/1 ORAL TABLET, FILM COATED",74139,NDC,ND,
45315599,carvedilol 3.13 MG Oral Tablet [Coreg],7413906,NDC,ND,
44838034,carvedilol 3.125 MG Oral Tablet [Coreg],7413920,NDC,ND,
45349606,carvedilol 3.13 MG Oral Tablet [Coreg],7413955,NDC,ND,
45230268,carvedilol 3.13 MG Oral Tablet [Coreg],7413961,NDC,ND,
45349607,"carvedilol 6.25mg/1 ORAL TABLET, FILM COATED",74140,NDC,ND,
44906610,carvedilol 6.25 MG Oral Tablet,7414013,NDC,ND,
45093681,carvedilol 6.25 MG Oral Tablet [Coreg],7414020,NDC,ND,
45110732,carvedilol 6.25 MG Oral Tablet,7414021,NDC,ND,
45298586,carvedilol 6.25 MG Oral Tablet [Coreg],7414055,NDC,ND,
44906611,carvedilol 6.25 MG Oral Tablet [Coreg],7414061,NDC,ND,
45332515,"carvedilol 12.5mg/1 ORAL TABLET, FILM COATED",74141,NDC,ND,
45247225,carvedilol 12.5 MG Oral Tablet,7414113,NDC,ND,
44940563,carvedilol 12.5 MG Oral Tablet [Coreg],7414120,NDC,ND,
45230269,carvedilol 12.5 MG Oral Tablet,7414121,NDC,ND,
45298587,carvedilol 12.5 MG Oral Tablet [Coreg],7414155,NDC,ND,
45298588,carvedilol 12.5 MG Oral Tablet [Coreg],7414162,NDC,ND,
45025536,"carvedilol 25mg/1 ORAL TABLET, FILM COATED",74142,NDC,ND,
45195758,carvedilol 25 MG Oral Tablet,7414213,NDC,ND,
45110733,carvedilol 25 MG Oral Tablet [Coreg],7414220,NDC,ND,
45264452,carvedilol 25 MG Oral Tablet,7414221,NDC,ND,
44889396,carvedilol 25 MG Oral Tablet [Coreg],7414255,NDC,ND,
44906612,carvedilol 25 MG Oral Tablet [Coreg],7414261,NDC,ND,
45093696,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],8042481,NDC,ND,
44991232,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],8042495,NDC,ND,
44889416,Propranolol Hydrochloride 60 MG Oral Tablet [Inderal],8042681,NDC,ND,
45230282,Propranolol Hydrochloride 80 MG Oral Tablet [Inderal],8042881,NDC,ND,
45213050,24 HR Propranolol Hydrochloride 60 MG Extended Release Capsule [Inderal],8047081,NDC,ND,
45264471,24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderal],8047181,NDC,ND,
44923561,24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule [Inderal],8047381,NDC,ND,
44889419,24 HR Propranolol Hydrochloride 160 MG Extended Release Capsule [Inderal],8047981,NDC,ND,
44855256,Acebutolol Hydrochloride 200 MG Oral Capsule [Sectral],8417701,NDC,ND,
44889435,Acebutolol Hydrochloride 200 MG Oral Capsule,8417702,NDC,ND,
45332539,Acebutolol Hydrochloride 200 MG Oral Capsule [Sectral],8417704,NDC,ND,
45230309,Acebutolol Hydrochloride 400 MG Oral Capsule [Sectral],8417901,NDC,ND,
45093704,Acebutolol Hydrochloride 400 MG Oral Capsule,8417902,NDC,ND,
44974387,Nadolol 40 MG Oral Tablet,15246201,NDC,ND,
45059777,Nadolol 40 MG Oral Tablet,15246202,NDC,ND,
45247311,Nadolol 40 MG Oral Tablet,15246203,NDC,ND,
45042670,Penbutolol 20 MG Oral Tablet [Levatol],21450015,NDC,ND,
44467191,"nebivolol hydrochloride and valsartan 5mg/1 / 80mg/1 ORAL TABLET, FILM COATED",235874,NDC,ND,
44411642,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],23587407,NDC,ND,
44408851,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],23587430,NDC,ND,
44451156,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],23587431,NDC,ND,
44442986,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],23587432,NDC,ND,
44418478,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],23587484,NDC,ND,
44441599,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],23587490,NDC,ND,
45366699,Metoprolol Tartrate 1 MG/ML Injectable Solution,24128906,NDC,ND,
45110854,Metoprolol Tartrate 1 MG/ML Injectable Solution,24128907,NDC,ND,
45144639,betaxolol hydrochloride 20 MG Oral Tablet [Kerlone],24230020,NDC,ND,
45127651,betaxolol hydrochloride 10 MG Oral Tablet [Kerlone],24230110,NDC,ND,
45042719,Propranolol Hydrochloride 10 MG Oral Tablet,25090131,NDC,ND,
45025680,Propranolol Hydrochloride 10 MG Oral Tablet,25090152,NDC,ND,
45366709,Propranolol Hydrochloride 20 MG Oral Tablet,25091131,NDC,ND,
45230416,Propranolol Hydrochloride 20 MG Oral Tablet,25091152,NDC,ND,
45076898,Propranolol Hydrochloride 40 MG Oral Tablet,25092131,NDC,ND,
44974451,Propranolol Hydrochloride 40 MG Oral Tablet,25092152,NDC,ND,
44974452,Propranolol Hydrochloride 80 MG Oral Tablet,25093131,NDC,ND,
45366710,Propranolol Hydrochloride 80 MG Oral Tablet,25093151,NDC,ND,
44957436,Betaxolol 10 MG Oral Tablet,25510130,NDC,ND,
44991364,Betaxolol Hydrochloride 10 MG Oral Tablet [Kerlone],25510131,NDC,ND,
45110870,Betaxolol 10 MG Oral Tablet [Kerlone],25510134,NDC,ND,
45298765,Betaxolol 20 MG Oral Tablet,25520130,NDC,ND,
45349744,Betaxolol Hydrochloride 20 MG Oral Tablet [Kerlone],25520131,NDC,ND,
45178790,Betaxolol 20 MG Oral Tablet [Kerlone],25520134,NDC,ND,
45161814,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet [Lopressor HCT 50/25],28003501,NDC,ND,
45195924,Metoprolol Tartrate 50 MG Oral Tablet [Lopressor],28005101,NDC,ND,
45213199,Metoprolol Tartrate 50 MG Oral Tablet [Lopressor],28005110,NDC,ND,
45008473,Metoprolol Tartrate 50 MG Oral Tablet [Lopressor],28005114,NDC,ND,
45178807,Metoprolol Tartrate 50 MG Oral Tablet [Lopressor],28005136,NDC,ND,
45127670,Metoprolol Tartrate 50 MG Oral Tablet [Lopressor],28005161,NDC,ND,
45230438,Metoprolol Tartrate 50 MG Oral Tablet [Lopressor],28005165,NDC,ND,
45281612,Metoprolol Tartrate 50 MG Oral Tablet,28005173,NDC,ND,
45059853,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/25],28005301,NDC,ND,
45025709,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],28007101,NDC,ND,
44923734,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],28007110,NDC,ND,
44957449,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],28007114,NDC,ND,
45042746,Metoprolol Tartrate 100 MG Oral Tablet,28007139,NDC,ND,
45281614,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],28007161,NDC,ND,
45059855,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],28007165,NDC,ND,
45144673,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],28007173,NDC,ND,
44838213,Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/50],28007301,NDC,ND,
45144674,Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/50],28007339,NDC,ND,
45093841,Metoprolol Tartrate 50 MG Oral Tablet,28137100,NDC,ND,
45230442,Metoprolol Tartrate 100 MG Oral Tablet,28137200,NDC,ND,
45349768,Metoprolol Tartrate 1 MG/ML Injectable Solution,28420103,NDC,ND,
45025713,Metoprolol Tartrate 1 MG/ML Injectable Solution,28420112,NDC,ND,
44974478,Metoprolol Tartrate 1 MG/ML Injectable Solution [Lopressor],28420133,NDC,ND,
44991380,Metoprolol Tartrate 1 MG/ML Injectable Solution,28420212,NDC,ND,
45366836,Propranolol Hydrochloride 10 MG Oral Tablet,46042160,NDC,ND,
44855503,Propranolol Hydrochloride 10 MG Oral Tablet,46042161,NDC,ND,
44855504,Propranolol Hydrochloride 10 MG Oral Tablet,46042162,NDC,ND,
44906891,Propranolol Hydrochloride 10 MG Oral Tablet,46042180,NDC,ND,
44838315,Propranolol Hydrochloride 10 MG Oral Tablet [Inderal],46042181,NDC,ND,
45196026,Propranolol Hydrochloride 10 MG Oral Tablet [Inderal],46042191,NDC,ND,
45281707,Propranolol Hydrochloride 10 MG Oral Tablet [Inderal],46042195,NDC,ND,
45332775,Propranolol Hydrochloride 10 MG Oral Tablet,46042198,NDC,ND,
44974574,Propranolol Hydrochloride 10 MG Oral Tablet [Inderal],46042199,NDC,ND,
45127770,Propranolol Hydrochloride 20 MG Oral Tablet,46042260,NDC,ND,
45144791,Propranolol Hydrochloride 20 MG Oral Tablet,46042261,NDC,ND,
45127771,Propranolol Hydrochloride 20 MG Oral Tablet,46042262,NDC,ND,
45264718,Propranolol Hydrochloride 20 MG Oral Tablet,46042274,NDC,ND,
44838316,Propranolol Hydrochloride 20 MG Oral Tablet,46042280,NDC,ND,
44855505,Propranolol Hydrochloride 20 MG Oral Tablet [Inderal],46042281,NDC,ND,
45264719,Propranolol Hydrochloride 20 MG Oral Tablet [Inderal],46042291,NDC,ND,
44872452,Propranolol Hydrochloride 20 MG Oral Tablet [Inderal],46042295,NDC,ND,
45315861,Propranolol Hydrochloride 20 MG Oral Tablet,46042298,NDC,ND,
45230564,Propranolol Hydrochloride 20 MG Oral Tablet [Inderal],46042299,NDC,ND,
45264720,Propranolol Hydrochloride 40 MG Oral Tablet,46042460,NDC,ND,
45025802,Propranolol Hydrochloride 40 MG Oral Tablet,46042461,NDC,ND,
45161921,Propranolol Hydrochloride 40 MG Oral Tablet,46042462,NDC,ND,
45281708,Propranolol Hydrochloride 40 MG Oral Tablet,46042472,NDC,ND,
45008583,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],46042480,NDC,ND,
44940836,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],46042481,NDC,ND,
45281709,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],46042491,NDC,ND,
45230565,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],46042495,NDC,ND,
44906892,Propranolol Hydrochloride 40 MG Oral Tablet,46042498,NDC,ND,
45349870,Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],46042499,NDC,ND,
45144792,Propranolol Hydrochloride 60 MG Oral Tablet,46042672,NDC,ND,
45025803,Propranolol Hydrochloride 60 MG Oral Tablet [Inderal],46042681,NDC,ND,
44906893,Propranolol Hydrochloride 60 MG Oral Tablet [Inderal],46042691,NDC,ND,
45025804,Propranolol Hydrochloride 60 MG Oral Tablet,46042699,NDC,ND,
45008584,Propranolol Hydrochloride 80 MG Oral Tablet,46042860,NDC,ND,
45042849,Propranolol Hydrochloride 80 MG Oral Tablet,46042861,NDC,ND,
45178916,Propranolol Hydrochloride 80 MG Oral Tablet,46042862,NDC,ND,
45025805,Propranolol Hydrochloride 80 MG Oral Tablet,46042872,NDC,ND,
45366837,Propranolol Hydrochloride 80 MG Oral Tablet,46042880,NDC,ND,
44889673,Propranolol Hydrochloride 80 MG Oral Tablet [Inderal],46042881,NDC,ND,
45178917,Propranolol Hydrochloride 80 MG Oral Tablet [Inderal],46042891,NDC,ND,
44957540,Propranolol Hydrochloride 80 MG Oral Tablet [Inderal],46042895,NDC,ND,
45349871,Propranolol Hydrochloride 80 MG Oral Tablet,46042898,NDC,ND,
45178918,Propranolol Hydrochloride 80 MG Oral Tablet,46042899,NDC,ND,
45247472,Propranolol Hydrochloride 90 MG Oral Tablet,46043981,NDC,ND,
45110992,Propranolol Hydrochloride 90 MG Oral Tablet,46043991,NDC,ND,
45298888,Propranolol Hydrochloride 90 MG Oral Tablet,46043999,NDC,ND,
44855506,24 HR Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderide 80/50],46045581,NDC,ND,
45077007,24 HR Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG Extended Release Capsule [Inderide 120/50],46045781,NDC,ND,
45366838,24 HR Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 160 MG Extended Release Capsule [Inderide 160/50],46045981,NDC,ND,
45008585,24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule [Inderal],46047081,NDC,ND,
45298889,24 HR Propranolol Hydrochloride 60 MG Extended Release Capsule [Inderal],46047091,NDC,ND,
45127774,24 HR Propranolol Hydrochloride 60 MG Extended Release Capsule,46047099,NDC,ND,
44906896,24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule,46047128,NDC,ND,
45281711,24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule,46047157,NDC,ND,
44872454,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [Inderal],46047181,NDC,ND,
45196027,24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderal],46047191,NDC,ND,
44838317,24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderal],46047199,NDC,ND,
45127775,24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule,46047357,NDC,ND,
44923819,24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule [Inderal],46047381,NDC,ND,
45008586,24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule [Inderal],46047391,NDC,ND,
44872455,24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule [Inderal],46047399,NDC,ND,
45077008,24 HR Propranolol Hydrochloride 160 MG Extended Release Capsule,46047957,NDC,ND,
44838318,24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule [Inderal],46047981,NDC,ND,
44957541,24 HR Propranolol Hydrochloride 160 MG Extended Release Capsule [Inderal],46047991,NDC,ND,
45213298,24 HR Propranolol Hydrochloride 160 MG Extended Release Capsule [Inderal],46047999,NDC,ND,
45127776,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,46048472,NDC,ND,
45042851,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet [Inderide 40/25],46048481,NDC,ND,
44940837,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet [Inderide 40/25],46048491,NDC,ND,
44923820,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,46048499,NDC,ND,
45077009,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,46048872,NDC,ND,
45025806,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet [Inderide 80/25],46048881,NDC,ND,
44991475,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,46048891,NDC,ND,
45110993,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,46048899,NDC,ND,
44906903,Propranolol Hydrochloride 60 MG Extended Release Capsule,46090088,NDC,ND,
45230569,Propranolol Hydrochloride 80 MG Extended Release Capsule,46090188,NDC,ND,
44940843,Propranolol Hydrochloride 120 MG Extended Release Capsule,46090288,NDC,ND,
45059963,Propranolol Hydrochloride 160 MG Extended Release Capsule,46090388,NDC,ND,
45093938,Propranolol Hydrochloride 1 MG/ML Injectable Solution [Inderal],46326510,NDC,ND,
44889679,24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule,46547301,NDC,ND,
44906906,24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule,46547302,NDC,ND,
44957549,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,47001424,NDC,ND,
45042857,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,47001432,NDC,ND,
44991481,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,47001524,NDC,ND,
44957550,Propranolol Hydrochloride 10 MG Oral Tablet,47007024,NDC,ND,
45230572,Propranolol Hydrochloride 10 MG Oral Tablet,47007032,NDC,ND,
45111002,Propranolol Hydrochloride 20 MG Oral Tablet,47007124,NDC,ND,
45349882,Propranolol Hydrochloride 20 MG Oral Tablet,47007132,NDC,ND,
45332781,Propranolol Hydrochloride 40 MG Oral Tablet,47007224,NDC,ND,
45025809,Propranolol Hydrochloride 40 MG Oral Tablet,47007232,NDC,ND,
45093939,Propranolol Hydrochloride 60 MG Oral Tablet,47007324,NDC,ND,
45230573,Propranolol Hydrochloride 80 MG Oral Tablet,47007424,NDC,ND,
44838329,Propranolol Hydrochloride 80 MG Oral Tablet,47007430,NDC,ND,
45230577,Metoprolol Tartrate 50 MG Oral Tablet,47095424,NDC,ND,
44838335,Metoprolol Tartrate 50 MG Oral Tablet,47095432,NDC,ND,
45332801,Metoprolol Tartrate 100 MG Oral Tablet,47095524,NDC,ND,
45178987,propranolol hydrochloride 20mg/5mL ORAL SOLUTION,543727,NDC,ND,
44974631,propranolol hydrochloride 4 MG/ML Oral Solution,54372763,NDC,ND,
44872510,Propranolol Hydrochloride 80 MG/ML Oral Solution,54372844,NDC,ND,
44923876,propranolol hydrochloride 40mg/5mL ORAL SOLUTION,543730,NDC,ND,
45025883,propranolol hydrochloride 8 MG/ML Oral Solution,54373063,NDC,ND,
45077083,Propranolol Hydrochloride 10 MG Oral Tablet,54475825,NDC,ND,
44838397,Propranolol Hydrochloride 10 MG Oral Tablet,54475831,NDC,ND,
45077084,Propranolol Hydrochloride 10 MG Oral Tablet,54475833,NDC,ND,
44974646,Propranolol Hydrochloride 20 MG Oral Tablet,54475925,NDC,ND,
45042923,Propranolol Hydrochloride 20 MG Oral Tablet,54475931,NDC,ND,
44940911,Propranolol Hydrochloride 20 MG Oral Tablet,54475933,NDC,ND,
45332866,Propranolol Hydrochloride 40 MG Oral Tablet,54476025,NDC,ND,
45332867,Propranolol Hydrochloride 40 MG Oral Tablet,54476031,NDC,ND,
45060033,Propranolol Hydrochloride 40 MG Oral Tablet,54476033,NDC,ND,
45281794,Propranolol Hydrochloride 60 MG Oral Tablet,54476125,NDC,ND,
45315930,Propranolol Hydrochloride 60 MG Oral Tablet,54476131,NDC,ND,
45077085,Propranolol Hydrochloride 60 MG Oral Tablet,54476133,NDC,ND,
45093998,Propranolol Hydrochloride 80 MG Oral Tablet,54476225,NDC,ND,
44872516,Propranolol Hydrochloride 80 MG Oral Tablet,54476231,NDC,ND,
44889745,Propranolol Hydrochloride 80 MG Oral Tablet,54476233,NDC,ND,
44923890,Propranolol Hydrochloride 90 MG Oral Tablet,54476325,NDC,ND,
45144868,Propranolol Hydrochloride 90 MG Oral Tablet,54476331,NDC,ND,
45264788,Propranolol Hydrochloride 90 MG Oral Tablet,54476333,NDC,ND,
45060041,Propranolol Hydrochloride 10 MG Oral Tablet,54875825,NDC,ND,
45008681,Propranolol Hydrochloride 20 MG Oral Tablet,54875925,NDC,ND,
45179006,Propranolol Hydrochloride 40 MG Oral Tablet,54876025,NDC,ND,
45144878,Propranolol Hydrochloride 60 MG Oral Tablet,54876125,NDC,ND,
44907006,Propranolol Hydrochloride 80 MG Oral Tablet,54876225,NDC,ND,
45127876,Propranolol Hydrochloride 90 MG Oral Tablet,54876325,NDC,ND,
45298972,Propranolol Hydrochloride 4 MG/ML Oral Solution,54876416,NDC,ND,
44889757,Propranolol Hydrochloride 8 MG/ML Oral Solution,54876516,NDC,ND,
45127990,Propranolol Hydrochloride 10 MG Oral Tablet,71007024,NDC,ND,
44991662,Propranolol Hydrochloride 40 MG Oral Tablet,71007224,NDC,ND,
45127991,Propranolol Hydrochloride 60 MG Oral Tablet,71007324,NDC,ND,
45350070,Propranolol Hydrochloride 80 MG Oral Tablet,71007424,NDC,ND,
44872695,Carteolol Hydrochloride 2.5 MG Oral Tablet [Cartrol],74166413,NDC,ND,
44889900,Carteolol Hydrochloride 5 MG Oral Tablet [Cartrol],74166513,NDC,ND,
44941086,Metoprolol Tartrate 1 MG/ML Injectable Solution,74177825,NDC,ND,
45145028,Metoprolol Tartrate 1 MG/ML Injectable Solution,74177835,NDC,ND,
45043099,Labetalol hydrochloride 5 MG/ML Injectable Solution,74226705,NDC,ND,
45179166,Labetalol hydrochloride 5 MG/ML Injectable Solution,74226711,NDC,ND,
