concept_id,concept_name,concept_code,vocabulary_id,pcornet_vocabulary_id,ingredient
45110685,24 HR Felodipine 5 MG Extended Release Tablet [Plendil],6045128,NDC,ND,
45212979,24 HR Felodipine 5 MG Extended Release Tablet [Plendil],6045131,NDC,ND,
45264417,24 HR Felodipine 5 MG Extended Release Tablet [Plendil],6045158,NDC,ND,
45212980,Felodipine 10 MG 24 Hour Extended Release Tablet [Plendil],6045228,NDC,ND,
44991185,Felodipine 10 MG 24 Hour Extended Release Tablet [Plendil],6045231,NDC,ND,
45127469,Felodipine 10 MG 24 Hour Extended Release Tablet [Plendil],6045258,NDC,ND,
45161600,24 HR Diltiazem Hydrochloride 120 MG Extended Release Tablet [Tiamate],6076000,NDC,ND,
44974290,24 HR Diltiazem Hydrochloride 180 MG Extended Release Tablet [Tiamate],6076203,NDC,ND,
45042543,24 HR Diltiazem Hydrochloride 240 MG Extended Release Tablet [Tiamate],6076303,NDC,ND,
44838011,24 HR Felodipine 2.5 MG Extended Release Tablet,6358401,NDC,ND,
44906585,24 HR Felodipine 5 MG Extended Release Tablet,6358501,NDC,ND,
45264438,24 HR Felodipine 10 MG Extended Release Tablet,6358601,NDC,ND,
45059685,Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Tablet [Lexxel 5/5],6366131,NDC,ND,
45298569,Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Tablet [Lexxel 5/5],6366168,NDC,ND,
44923569,Nicardipine hydrochloride 2.5 MG/ML Injectable Solution [Cardene],8081202,NDC,ND,
44940651,Verapamil hydrochloride 40 MG Oral Tablet,14177131,NDC,ND,
44889473,Verapamil 240 MG 24 Hour Extended Release Tablet,14189131,NDC,ND,
44974385,Verapamil 240 MG 24 Hour Extended Release Tablet,14189134,NDC,ND,
44940653,Verapamil 240 MG 24 Hour Extended Release Tablet,14189160,NDC,ND,
45298752,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,24211003,NDC,ND,
44974440,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,24211041,NDC,ND,
45195910,Verapamil hydrochloride 40 MG Oral Tablet [Calan],25177131,NDC,ND,
44974453,"verapamil hydrochloride 80mg/1 ORAL TABLET, FILM COATED",251851,NDC,ND,
45332654,verapamil hydrochloride 80 MG Oral Tablet [Calan],25185131,NDC,ND,
44957430,Verapamil hydrochloride 80 MG Oral Tablet,25185134,NDC,ND,
45059830,Verapamil hydrochloride 80 MG Oral Tablet [Calan],25185151,NDC,ND,
45366711,Verapamil hydrochloride 80 MG Oral Tablet [Calan],25185152,NDC,ND,
45315739,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,25185310,NDC,ND,
44974454,"verapamil hydrochloride 120mg/1 ORAL TABLET, FILM COATED",251861,NDC,ND,
44923714,verapamil hydrochloride 120 MG Oral Tablet [Calan],25186131,NDC,ND,
45230420,Verapamil hydrochloride 120 MG Oral Tablet,25186134,NDC,ND,
45025684,Verapamil hydrochloride 120 MG Oral Tablet,25186151,NDC,ND,
44940722,Verapamil hydrochloride 120 MG Oral Tablet [Calan],25186152,NDC,ND,
44923715,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,25186405,NDC,ND,
44906777,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,25187405,NDC,ND,
45144649,"verapamil hydrochloride 240mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE",251891,NDC,ND,
44974455,Verapamil 240 MG 24 Hour Extended Release Tablet,25189130,NDC,ND,
45076902,verapamil hydrochloride 240 MG Extended Release Oral Tablet [Calan],25189131,NDC,ND,
44906778,Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Calan],25189134,NDC,ND,
44957431,Verapamil 240 MG 24 Hour Extended Release Tablet,25189145,NDC,ND,
44906779,verapamil hydrochloride 240 MG Extended Release Oral Tablet [Calan],25189151,NDC,ND,
45178788,Verapamil 240 MG 24 Hour Extended Release Tablet,25189160,NDC,ND,
44957432,Verapamil 240 MG 24 Hour Extended Release Tablet,25189190,NDC,ND,
45247375,"verapamil hydrochloride 120mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE",251901,NDC,ND,
44923716,verapamil hydrochloride 120 MG Extended Release Oral Tablet [Calan],25190131,NDC,ND,
45230421,24 HR Verapamil hydrochloride 120 MG Extended Release Tablet [Calan],25190134,NDC,ND,
45332655,"verapamil hydrochloride 180mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE",251911,NDC,ND,
45281591,verapamil hydrochloride 180 MG Extended Release Oral Tablet [Calan],25191131,NDC,ND,
44974456,Verapamil hydrochloride 180 MG Extended Release Tablet [Calan],25191134,NDC,ND,
44838189,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,25195805,NDC,ND,
45025685,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,25196805,NDC,ND,
44889551,"verapamil hydrochloride 180mg/1 ORAL TABLET, EXTENDED RELEASE [covera-hs]",252011,NDC,ND,
45110868,24 HR Verapamil hydrochloride 180 MG Extended Release Oral Tablet [Covera],25201131,NDC,ND,
45008453,24 HR Verapamil hydrochloride 180 MG Extended Release Oral Tablet [Covera],25201134,NDC,ND,
45161793,24 HR Verapamil hydrochloride 180 MG Extended Release Tablet [Covera],25201198,NDC,ND,
45093826,"verapamil hydrochloride 240mg/1 ORAL TABLET, EXTENDED RELEASE [covera-hs]",252021,NDC,ND,
45332656,24 HR Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Covera],25202131,NDC,ND,
45349743,24 HR Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Covera],25202134,NDC,ND,
44957435,24 HR Verapamil hydrochloride 240 MG Extended Release Tablet [Covera],25202198,NDC,ND,
36380394,"CALAN SR - verapamil hydrochloride tablet, film coated, extended release",25271231,NDC,ND,
1220611,"verapamil hydrochloride 180mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE",252818,NDC,ND,
36380395,verapamil hydrochloride 180 MG Extended Release Oral Tablet [Calan],25281831,NDC,ND,
36380396,"CALAN SR - verapamil hydrochloride tablet, film coated, extended release",25292431,NDC,ND,
45161812,Nifedipine 10 MG Oral Capsule [Adalat],26881118,NDC,ND,
45042744,Nifedipine 10 MG Oral Capsule [Adalat],26881148,NDC,ND,
45247386,Nifedipine 10 MG Oral Capsule [Adalat],26881151,NDC,ND,
45332671,Nifedipine 20 MG Oral Capsule [Adalat],26882118,NDC,ND,
45178805,Nifedipine 20 MG Oral Capsule [Adalat],26882148,NDC,ND,
45059850,Nifedipine 20 MG Oral Capsule [Adalat],26882151,NDC,ND,
45332672,Nifedipine 30 MG 24 Hour Extended Release Tablet [Adalat],26884148,NDC,ND,
45230436,Nifedipine 30 MG 24 Hour Extended Release Tablet [Adalat],26884151,NDC,ND,
45195922,Nifedipine 30 MG 24 Hour Extended Release Tablet [Adalat],26884154,NDC,ND,
44838210,Nifedipine 30 MG 24 Hour Extended Release Tablet [Adalat],26884172,NDC,ND,
44906811,Nifedipine 60 MG 24 Hour Extended Release Tablet [Adalat],26885148,NDC,ND,
45298781,Nifedipine 60 MG 24 Hour Extended Release Tablet [Adalat],26885151,NDC,ND,
45161813,Nifedipine 60 MG 24 Hour Extended Release Tablet [Adalat],26885154,NDC,ND,
45349765,Nifedipine 60 MG 24 Hour Extended Release Tablet [Adalat],26885172,NDC,ND,
45042745,Nifedipine 90 MG 24 Hour Extended Release Tablet [Adalat],26886148,NDC,ND,
45264613,Nifedipine 90 MG 24 Hour Extended Release Tablet [Adalat],26886151,NDC,ND,
45161843,Nicardipine hydrochloride 20 MG Oral Capsule [Cardene],33243742,NDC,ND,
45042778,Nicardipine hydrochloride 20 MG Oral Capsule [Cardene],33243753,NDC,ND,
44872374,Nicardipine hydrochloride 20 MG Oral Capsule [Cardene],33243762,NDC,ND,
45366767,Nicardipine hydrochloride 30 MG Oral Capsule [Cardene],33243842,NDC,ND,
44923763,Nicardipine hydrochloride 30 MG Oral Capsule [Cardene],33243853,NDC,ND,
45298818,Nicardipine hydrochloride 30 MG Oral Capsule [Cardene],33243862,NDC,ND,
44872375,12 HR Nicardipine hydrochloride 30 MG Extended Release Capsule [Cardene],33244040,NDC,ND,
45110913,12 HR Nicardipine hydrochloride 30 MG Extended Release Capsule [Cardene],33244053,NDC,ND,
45144713,12 HR Nicardipine hydrochloride 30 MG Extended Release Capsule [Cardene],33244060,NDC,ND,
44838248,12 HR Nicardipine hydrochloride 45 MG Extended Release Capsule [Cardene],33244140,NDC,ND,
45230475,12 HR Nicardipine hydrochloride 45 MG Extended Release Capsule [Cardene],33244153,NDC,ND,
45195959,12 HR Nicardipine hydrochloride 45 MG Extended Release Capsule [Cardene],33244160,NDC,ND,
44838249,12 HR Nicardipine hydrochloride 60 MG Extended Release Capsule [Cardene],33244240,NDC,ND,
45042779,12 HR Nicardipine hydrochloride 60 MG Extended Release Capsule,33244253,NDC,ND,
45042780,12 HR Nicardipine hydrochloride 60 MG Extended Release Capsule [Cardene],33244260,NDC,ND,
45366807,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181501,NDC,ND,
45281689,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181505,NDC,ND,
45144760,Verapamil hydrochloride 2.5 MG/ML Injectable Solution [Isoptin],44181507,NDC,ND,
45264687,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181511,NDC,ND,
44974550,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181515,NDC,ND,
44906862,Verapamil hydrochloride 2.5 MG/ML Injectable Solution [Isoptin],44181517,NDC,ND,
45144761,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181521,NDC,ND,
45144762,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181525,NDC,ND,
45127739,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181541,NDC,ND,
45042811,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,44181545,NDC,ND,
45042812,Verapamil hydrochloride 2.5 MG/ML Injectable Solution [Isoptin],44181621,NDC,ND,
45230528,Verapamil hydrochloride 2.5 MG/ML Injectable Solution [Isoptin],44181641,NDC,ND,
44872413,Verapamil hydrochloride 40 MG Oral Tablet,44182100,NDC,ND,
44991457,Verapamil hydrochloride 40 MG Oral Tablet [Isoptin],44182102,NDC,ND,
45195999,Verapamil hydrochloride 40 MG Oral Tablet,44182104,NDC,ND,
45144763,Verapamil hydrochloride 40 MG Oral Tablet,44182105,NDC,ND,
45008550,Verapamil hydrochloride 40 MG Oral Tablet [Isoptin],44182110,NDC,ND,
44889642,Verapamil hydrochloride 40 MG Oral Tablet [Isoptin],44182196,NDC,ND,
45008551,Verapamil hydrochloride 40 MG Oral Tablet [Isoptin],44182197,NDC,ND,
45161890,Verapamil hydrochloride 80 MG Oral Tablet,44182200,NDC,ND,
45366808,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],44182202,NDC,ND,
45178889,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],44182204,NDC,ND,
44940807,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],44182205,NDC,ND,
45247443,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],44182210,NDC,ND,
45042813,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],44182296,NDC,ND,
45332745,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],44182297,NDC,ND,
45008552,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182300,NDC,ND,
45247444,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182302,NDC,ND,
44855475,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182304,NDC,ND,
44872414,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182305,NDC,ND,
45144764,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182310,NDC,ND,
45315832,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182396,NDC,ND,
44872415,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],44182397,NDC,ND,
45196000,Verapamil hydrochloride 180 MG Extended Release Tablet [Isoptin],44182502,NDC,ND,
45042814,Verapamil hydrochloride 180 MG Extended Release Tablet [Isoptin],44182512,NDC,ND,
45008553,Verapamil hydrochloride 180 MG Extended Release Tablet [Isoptin],44182591,NDC,ND,
45025783,Verapamil hydrochloride 240 MG Extended Release Tablet [Isoptin],44182602,NDC,ND,
45093897,Verapamil hydrochloride 240 MG Extended Release Tablet [Isoptin],44182603,NDC,ND,
45144765,Verapamil hydrochloride 240 MG Extended Release Tablet [Isoptin],44182610,NDC,ND,
45332746,Verapamil hydrochloride 240 MG Extended Release Tablet,44182662,NDC,ND,
45196001,Verapamil hydrochloride 240 MG Extended Release Tablet,44182692,NDC,ND,
44974551,Verapamil hydrochloride 240 MG Extended Release Tablet [Isoptin],44182693,NDC,ND,
45144766,Verapamil hydrochloride 240 MG Extended Release Tablet [Isoptin],44182694,NDC,ND,
45161891,24 HR Verapamil hydrochloride 120 MG Extended Release Tablet [Isoptin],44182702,NDC,ND,
44838283,24 HR Verapamil hydrochloride 120 MG Extended Release Tablet [Isoptin],44182712,NDC,ND,
45264688,24 HR Verapamil hydrochloride 120 MG Extended Release Tablet [Isoptin],44182794,NDC,ND,
45059932,Verapamil hydrochloride 180 MG Extended Release Tablet,44195000,NDC,ND,
45315834,Verapamil hydrochloride 180 MG Extended Release Tablet,44195002,NDC,ND,
45298861,Verapamil hydrochloride 180 MG Extended Release Tablet,44195003,NDC,ND,
45230529,Verapamil hydrochloride 240 MG Extended Release Tablet,44196000,NDC,ND,
45161892,Verapamil hydrochloride 240 MG Extended Release Tablet,44196002,NDC,ND,
44838284,Verapamil hydrochloride 240 MG Extended Release Tablet,44196003,NDC,ND,
45008591,Nifedipine 10 MG Oral Capsule,47007824,NDC,ND,
45077019,Nifedipine 10 MG Oral Capsule,47007829,NDC,ND,
44889682,Nifedipine 20 MG Oral Capsule,47007924,NDC,ND,
45349883,Nifedipine 20 MG Oral Capsule,47007929,NDC,ND,
45230575,Verapamil hydrochloride 80 MG Oral Tablet,47032824,NDC,ND,
45025815,Verapamil hydrochloride 80 MG Oral Tablet,47032830,NDC,ND,
44855518,Verapamil hydrochloride 120 MG Oral Tablet,47032924,NDC,ND,
45161928,Verapamil hydrochloride 120 MG Oral Tablet,47032930,NDC,ND,
45247481,Verapamil hydrochloride 180 MG Extended Release Tablet,47047224,NDC,ND,
44940847,Verapamil hydrochloride 240 MG Extended Release Tablet,47047424,NDC,ND,
45059974,Verapamil hydrochloride 240 MG Extended Release Tablet,47047430,NDC,ND,
45332793,Verapamil hydrochloride 80 MG Oral Tablet,47055724,NDC,ND,
45349889,Verapamil hydrochloride 80 MG Oral Tablet,47055730,NDC,ND,
44906912,Verapamil hydrochloride 120 MG Oral Tablet,47057324,NDC,ND,
45332794,Verapamil hydrochloride 120 MG Oral Tablet,47057330,NDC,ND,
44957577,24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 1/240],48591240,NDC,ND,
45059988,24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 1/240],48591296,NDC,ND,
45042871,24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180],48592180,NDC,ND,
44991495,24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180],48592196,NDC,ND,
45349896,24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240],48592240,NDC,ND,
44974595,24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240],48592296,NDC,ND,
45366863,24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240],48594240,NDC,ND,
44957578,24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240],48594296,NDC,ND,
44940890,amlodipine besylate 2.5mg/1 ORAL TABLET,540100,NDC,ND,
45111045,amlodipine 2.5 MG Oral Tablet,54010022,NDC,ND,
46250595,amlodipine 2.5 MG Oral Tablet,54010031,NDC,ND,
45230617,amlodipine besylate 5mg/1 ORAL TABLET,540101,NDC,ND,
45349921,Amlodipine 5 MG Oral Tablet,54010120,NDC,ND,
45008641,amlodipine 5 MG Oral Tablet,54010122,NDC,ND,
45264766,amlodipine 5 MG Oral Tablet,54010128,NDC,ND,
46255077,amlodipine 5 MG Oral Tablet,54010131,NDC,ND,
45008642,amlodipine besylate 10mg/1 ORAL TABLET,540102,NDC,ND,
45161974,Amlodipine 10 MG Oral Tablet,54010220,NDC,ND,
44957604,amlodipine 10 MG Oral Tablet,54010222,NDC,ND,
44855570,amlodipine 10 MG Oral Tablet,54010228,NDC,ND,
46255174,amlodipine 10 MG Oral Tablet,54010231,NDC,ND,
45196214,amlodipine besylate 2.5mg/1 ORAL TABLET,691520,NDC,ND,
45196215,Amlodipine 2.5 MG Oral Tablet [Norvasc],69152030,NDC,ND,
45247672,Amlodipine 2.5 MG Oral Tablet [Norvasc],69152066,NDC,ND,
45043030,amlodipine 2.5 MG Oral Tablet [Norvasc],69152068,NDC,ND,
44907116,Amlodipine 2.5 MG Oral Tablet,69152101,NDC,ND,
45162103,Amlodipine 2.5 MG Oral Tablet,69152102,NDC,ND,
45179110,amlodipine besylate 5mg/1 ORAL TABLET,691530,NDC,ND,
45213486,Amlodipine 5 MG Oral Tablet [Norvasc],69153004,NDC,ND,
45127974,Amlodipine 5 MG Oral Tablet [Norvasc],69153030,NDC,ND,
45026009,amlodipine 5 MG Oral Tablet [Norvasc],69153041,NDC,ND,
45077213,Amlodipine 5 MG Oral Tablet [Norvasc],69153057,NDC,ND,
45179111,Amlodipine 5 MG Oral Tablet [Norvasc],69153066,NDC,ND,
45367025,amlodipine 5 MG Oral Tablet [Norvasc],69153068,NDC,ND,
44991647,amlodipine 5 MG Oral Tablet [Norvasc],69153072,NDC,ND,
45144968,Amlodipine 5 MG Oral Tablet,69153101,NDC,ND,
45179112,Amlodipine 5 MG Oral Tablet,69153102,NDC,ND,
44991648,Amlodipine 5 MG Oral Tablet,69153103,NDC,ND,
44855698,Amlodipine 5 MG Oral Tablet,69153104,NDC,ND,
45043031,Amlodipine 5 MG Oral Tablet,69153105,NDC,ND,
45367026,amlodipine besylate 10mg/1 ORAL TABLET,691540,NDC,ND,
45247673,Amlodipine 10 MG Oral Tablet [Norvasc],69154030,NDC,ND,
45247674,amlodipine 10 MG Oral Tablet [Norvasc],69154041,NDC,ND,
44991649,Amlodipine 10 MG Oral Tablet [Norvasc],69154057,NDC,ND,
45026010,Amlodipine 10 MG Oral Tablet [Norvasc],69154066,NDC,ND,
45367027,amlodipine 10 MG Oral Tablet [Norvasc],69154068,NDC,ND,
45299074,Amlodipine 10 MG Oral Tablet,69154101,NDC,ND,
45196216,Amlodipine 10 MG Oral Tablet,69154102,NDC,ND,
45264894,Amlodipine 10 MG Oral Tablet,69154103,NDC,ND,
44923997,Amlodipine 10 MG Oral Tablet,69154104,NDC,ND,
45162105,"amlodipine besylate and atorvastatin calcium 5mg/1 / 10mg/1 ORAL TABLET, FILM COATED",692150,NDC,ND,
45367028,amlodipine 5 MG / atorvastatin 10 MG Oral Tablet [Caduet],69215030,NDC,ND,
44941024,"amlodipine besylate and atorvastatin calcium 10mg/1 ORAL TABLET, FILM COATED",692160,NDC,ND,
44872636,amlodipine 10 MG / atorvastatin 10 MG Oral Tablet [Caduet],69216030,NDC,ND,
45008791,"amlodipine besylate and atorvastatin calcium 5mg/1 / 20mg/1 ORAL TABLET, FILM COATED",692170,NDC,ND,
44855700,Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet [Caduet 5/20],69217004,NDC,ND,
44991650,amlodipine 5 MG / atorvastatin 20 MG Oral Tablet [Caduet],69217030,NDC,ND,
45230741,"amlodipine besylate and atorvastatin calcium 10mg/1 / 20mg/1 ORAL TABLET, FILM COATED",692180,NDC,ND,
44923999,amlodipine 10 MG / atorvastatin 20 MG Oral Tablet [Caduet],69218030,NDC,ND,
44941025,"amlodipine besylate and atorvastatin calcium 5mg/1 / 40mg/1 ORAL TABLET, FILM COATED",692190,NDC,ND,
45026011,amlodipine 5 MG / atorvastatin 40 MG Oral Tablet [Caduet],69219030,NDC,ND,
45060158,"amlodipine besylate and atorvastatin calcium 10mg/1 / 40mg/1 ORAL TABLET, FILM COATED",692250,NDC,ND,
45008792,amlodipine 10 MG / atorvastatin 40 MG Oral Tablet [Caduet],69225030,NDC,ND,
44941026,"amlodipine besylate and atorvastatin calcium 5mg/1 / 80mg/1 ORAL TABLET, FILM COATED",692260,NDC,ND,
45026012,amlodipine 5 MG / atorvastatin 80 MG Oral Tablet [Caduet],69226030,NDC,ND,
44907120,"amlodipine besylate and atorvastatin calcium 10mg/1 / 80mg/1 ORAL TABLET, FILM COATED",692270,NDC,ND,
45247676,amlodipine 10 MG / atorvastatin 80 MG Oral Tablet [Caduet],69227030,NDC,ND,
44974753,nifedipine 10mg/1 ORAL CAPSULE,692600,NDC,ND,
45162107,Nifedipine 10 MG Oral Capsule [Procardia],69260041,NDC,ND,
45299077,Nifedipine 10 MG Oral Capsule,69260059,NDC,ND,
45247677,nifedipine 10 MG Oral Capsule [Procardia],69260066,NDC,ND,
44941027,Nifedipine 10 MG Oral Capsule [Procardia],69260071,NDC,ND,
45350054,Nifedipine 10 MG Oral Capsule [Procardia],69260072,NDC,ND,
45127975,Nifedipine 20 MG Oral Capsule [Procardia],69261041,NDC,ND,
45043032,Nifedipine 20 MG Oral Capsule [Procardia],69261066,NDC,ND,
45316058,Nifedipine 20 MG Oral Capsule [Procardia],69261071,NDC,ND,
45281905,Nifedipine 20 MG Oral Capsule [Procardia],69261072,NDC,ND,
45111200,"nifedipine 30mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE [procardia xl]",692650,NDC,ND,
45350055,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet [Procardia],69265041,NDC,ND,
45196218,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet [Procardia],69265066,NDC,ND,
45281906,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet [Procardia],69265072,NDC,ND,
45060159,Nifedipine 30 MG 24 Hour Extended Release Tablet [Procardia],69265094,NDC,ND,
44838515,"nifedipine 60mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE [procardia xl]",692660,NDC,ND,
45144971,Osmotic 24 HR nifedipine 60 MG Extended Release Oral Tablet [Procardia],69266041,NDC,ND,
45213488,Osmotic 24 HR nifedipine 60 MG Extended Release Oral Tablet [Procardia],69266066,NDC,ND,
44957742,Osmotic 24 HR nifedipine 60 MG Extended Release Oral Tablet [Procardia],69266072,NDC,ND,
45060160,Nifedipine 60 MG 24 Hour Extended Release Tablet [Procardia],69266094,NDC,ND,
44957743,"nifedipine 90mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE [procardia xl]",692670,NDC,ND,
44924000,Nifedipine 90 MG 24 Hour Extended Release Tablet [Procardia],69267041,NDC,ND,
45179114,Osmotic 24 HR nifedipine 90 MG Extended Release Oral Tablet [Procardia],69267066,NDC,ND,
45213489,"amlodipine besylate and atorvastatin calcium 10mg/1 / 2.5mg/1 ORAL TABLET, FILM COATED",692960,NDC,ND,
45281907,amlodipine 2.5 MG / atorvastatin 10 MG Oral Tablet [Caduet],69296030,NDC,ND,
45350056,"amlodipine besylate and atorvastatin calcium 20mg/1 / 2.5mg/1 ORAL TABLET, FILM COATED",692970,NDC,ND,
45060161,amlodipine 2.5 MG / atorvastatin 20 MG Oral Tablet [Caduet],69297030,NDC,ND,
45060162,"amlodipine besylate and atorvastatin calcium 40mg/1 / 2.5mg/1 ORAL TABLET, FILM COATED",692980,NDC,ND,
45008794,amlodipine 2.5 MG / atorvastatin 40 MG Oral Tablet [Caduet],69298030,NDC,ND,
45367040,Verapamil hydrochloride 80 MG Oral Tablet,71055724,NDC,ND,
44855715,Verapamil hydrochloride 120 MG Oral Tablet,71057324,NDC,ND,
45247718,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,74114301,NDC,ND,
45077254,4 ML Verapamil hydrochloride 2.5 MG/ML Prefilled Syringe,74114315,NDC,ND,
